SkuId,License Name,Cost
18181a46-0d4e-45cd-891e-60aabd171b4e,Office 365 E1,_
c2273bd0-dff7-4215-9ef5-2c7bcfb06425,Microsoft 365 Apps for Enterprise,_
6fd2c87f-b296-42f0-b197-1e91e994b900,Office 365 E3,_
05e9a617-0261-4cee-bb44-138d3ef5d965,Microsoft 365 E3,_
c7df2760-2c81-4ef7-b578-5b5392b571df,Office 365 E5,_
06ebc4ee-1bb5-47dd-8120-11324bc54e06,Microsoft 365 E5,_
017fb6f8-00dd-4025-be2b-4eff067cae72,Privacy Management - subject rights request (1) GCC,_
01c8007a-57d2-41e0-a3c3-0b46ead16cc4,Career Coach for students,_
01d46c34-3525-47d5-bd1a-5f19979938a0,"Power Pages authenticated users T3 min 1,000 units - 100 users/per site/month capacity pack_USGOV_GCCHIGH",_
046f7d3b-9595-4685-a2e8-a2832d2b26aa,Privacy Management - risk GCC,_
04a7fb0d-32e0-4241-b4f5-3f7618cd1162,Office 365 Midsize Business,_
060d8061-f606-4e69-a4e7-e8fff75ea1f5,Power BI Premium Per User for Faculty,_
061f9ace-7d42-4136-88ac-31dc755f143f,Intune,_
064a9707-9dba-4cc1-9902-38bfcfda6328,Digital Messaging for GCC Test SKU,_
0666269f-b167-4c5b-a76f-fc574f2b1118,Microsoft 365 F1 EEA (no Teams),_
06b48c5f-01d9-4b18-9015-03b52040f51a,Skype for Business PSTN Usage Calling Plan,_
074c6829-b3a0-430a-ba3d-aca365e57065,Project Plan 3 for GCC,_
086e9b70-4720-4442-ab6d-3ef32bfb4721,Power Automate unattended RPA add-on for Government,_
08d7bce8-6e16-490e-89db-1d508e5e9609,Microsoft 365 Business Voice (US),_
08e18479-4483-4f70-8f17-6f92156d8ea9,Sensor Data Intelligence Additional Machines Add-in for Dynamics 365 Supply Chain Management,_
09015f9f-377f-4538-bbb5-f75ceb09358a,Project Online Premium,_
090b4a96-8114-4c95-9c91-60e81ef53302,Dynamics 365 for Supply Chain Management Attach to Qualifying Dynamics 365 Base Offer,_
093e8d14-a334-43d9-93e3-30589a8b47d0,Rights Management Service Basic Content Protection,_
0a389a77-9850-4dc4-b600-bc66fdfefc60,Dynamics 365 Guides,_
0b7b15a8-7fd2-4964-bb96-5a566d4e3c15,Exchange Online (Plan 2) for Faculty,_
0c21030a-7e60-4ec7-9a0f-0042e0e0211a,Microsoft 365 E3 (500 seats min)_HUB,_
0c250654-c7f7-461f-871a-7222f6592cf2,Dynamics 365 Customer Insights Standalone,_
0c266dff-15dd-4b49-8397-2bb16070ed52,Microsoft 365 Audio Conferencing,_
0c278af4-c9c1-45de-9f4b-cd929e747a2c,Windows 365 Enterprise 1 vCPU 2 GB 64 GB,_
0da63026-e422-4390-89e8-b14520d7e699,Windows 365 Enterprise 4 vCPU 16 GB 512 GB,_
0dab259f-bf13-4952-b7f8-7db8f131b28d,Skype for Business PSTN Domestic Calling,_
0f13a262-dc6f-4800-8dc6-a62f72c95fad,PowerApps & Flow GCC Test - O365 & Dyn365 Plans,_
0fe440c5-f2bf-442b-a4f4-9a7af77a200b,Clipchamp Premium,_
111046dd-295b-4d6d-9724-d52ac90bd1f2,Microsoft Defender for Endpoint,_
11dee6af-eca8-419f-8061-6864517c1875,Microsoft 365 Domestic Calling Plan (120 Minutes),_
12b8c807-2e20-48fc-b453-542b6ee9d171,Microsoft 365 Apps for Faculty,_
1341559b-49df-443c-8e79-fa604fed2d82,Office 365 GCC G5 without Audio Conferencing,_
135bee78-485b-4181-ad6e-40286e311850,Windows 365 Business 2 vCPU 4 GB 128 GB,_
1392051d-0cb9-4b7a-88d5-621fee5e8711,Office 365 E4,_
1439b6e2-5d59-4873-8c59-d60e2a196e92,Dynamics 365 Customer Service Professional,_
15a64d3e-5b99-4c4b-ae8f-aa6da264bfe7,Power Apps Portals page view capacity add-on for Government,_
16a55f2f-ff35-4cd5-9146-fb784e3761a5,Microsoft Defender for Endpoint P1,_
170ba00c-38b2-468c-a756-24c05037160a,Microsoft 365 Audio Conferencing - GCCHigh Tenant (AR)_USGOV_GCCHIGH,_
18250162-5d87-4436-a834-d795c15c80f3,Microsoft 365 A3 for students use benefit,_
184efa21-98c3-4e5d-95ab-d07053a96e67,Microsoft 365 E5 Compliance,_
189a915c-fe4f-4ffa-bde4-85b9628d07a0,Office 365 E3 Developer,_
1925967e-8013-495f-9644-c99f8b463748,Microsoft Defender Vulnerability Management,_
19dec69d-d9f3-4792-8a39-d8ecdf51937b,Dynamics 365 for Customer Service Professional Attach to Qualifying Dynamics 365 Base Offer,_
19ec0d23-8335-4cbd-94ac-6050e30712fa,Exchange Online (Plan 2),_
1a585bba-1ce3-416e-b1d6-9c482b52fcf6,Office 365 Advanced Compliance for GCC,_
1aa94593-ca12-4254-a738-81a5972958e8,Microsoft 365 A3 - Unattended License for students use benefit,_
1b1b1f7a-8355-43b6-829f-336cfccb744c,Office 365 Advanced Compliance,_
1b3043ad-dfc6-427e-a2c0-5ca7a6c94a2b,Windows 365 Business 4 vCPU 16 GB 512 GB,_
1b399f66-be2a-479c-a79d-84a43a46f79e,Dynamics 365 for Customer Service Chat for Government,_
1b572d5e-1bf8-4b19-9259-f9eda31a6972,Power BI Premium Per User Add-On for GCC,_
1bf40e76-4065-4530-ac37-f1513f362f50,Windows 365 Shared Use 4 vCPU 16 GB 128 GB,_
1c27243e-fb4d-42b1-ae8c-fe25c9616588,Microsoft Teams Audio Conferencing with dial-out to USA/CAN,_
1c79494f-e170-431f-a409-428f6053fa35,Windows 365 Enterprise 2 vCPU 8 GB 256 GB,_
1d2756cb-2147-4b05-b4d5-f013c022dcb9,Dynamics 365 Enterprise Edition - Additional Non-Production Instance for Government,_
1e1a282c-9c54-43a2-9310-98ef728faace,Dynamics 365 for Sales Enterprise Edition,_
1e7e1070-8ccb-4aca-b470-d7cb538cb07e,Windows 10/11 Enterprise E5 (Original),_
1e988bf3-8b7c-4731-bec0-4e2a2946600c,Microsoft 365 E5 EEA (no Teams) (500 seats min)_HUB,_
1ec19b5f-7542-4b20-b01f-fb5d3f040e2d,Dynamics 365 for Project Service Automation Enterprise Edition for Government,_
1f2f344a-700d-42c9-9427-5cea1d5d7ba6,Microsoft Stream,_
1f338bbc-767e-4a1e-a2d4-b73207cc5b93,Microsoft Teams Phone Standard for Students,_
1f9990ca-45d9-4c8d-8d04-a79241924ce1,Windows 365 Shared Use 2 vCPU 4 GB 64 GB,_
1fc08a02-8b3d-43b9-831e-f76859e04e1a,SharePoint Online (Plan 1),_
2113661c-6509-4034-98bb-9c47bd28d63c,Microsoft 365 E5 without Audio Conferencing (500 seats min)_HUB,_
21943e3a-2429-4f83-84c1-02735cd49e78,Microsoft Teams Rooms Pro without Audio Conferencing,_
226ca751-f0a4-4232-9be5-73c02a92555e,Windows 365 Enterprise 2 vCPU 4 GB 128 GB,_
229fa362-9d30-4dbc-8110-21b77a7f9b26,Dynamics 365 for Sales Professional for Government,_
23053933-0fda-431f-9a5b-a00fd78444c1,Dynamics 365 for Marketing Addnl Contacts Tier 3,_
2347355b-4e81-41a4-9c22-55057a399791,Microsoft 365 Security and Compliance for Firstline Workers,_
245e6bf9-411e-481e-8611-5c08595e2988,Dynamics 365 Sales Professional Attach to Qualifying Dynamics 365 Base Offer,_
24aebea8-7fac-48d0-8750-de4ee1fde205,Office 365 G3 without Microsoft 365 Apps GCC,_
26124093-3d78-432b-b5dc-48bf992543d5,Microsoft 365 E5 Security,_
26ad4b5c-b686-462e-84b9-d7c22b46837f,Microsoft Defender for Office 365 (Plan 1) Faculty,_
26c903d5-d385-4cb1-b650-8d81a643b3c4,Power Apps Portals login capacity add-on Tier 2 (10 unit min) for Government,_
26d45bd9-adf1-46cd-a9e1-51e9a5524128,Office 365 E5 Without Audio Conferencing,_
27cb5f12-2e3f-4997-a649-45298673e6a1,Power Pages authenticated users T1 100 users/per site/month capacity pack_GCC,_
2880026b-2b0c-4251-8656-5d41ff11e3aa,Dynamics 365 Business Central Essentials,_
28b275ce-aec7-4c26-82e2-1ffbc2746ad4,"Dynamics 365 for Sales, Enterprise Edition for Government",_
295a8eb0-f78d-45c7-8b5b-1eed5ed02dff,Microsoft Teams Shared Devices,_
29a2f828-8f39-4837-b8ff-c957e86abe3c,Microsoft Teams Commercial Cloud,_
2a914830-d700-444a-b73c-e3f31980d833,Microsoft 365 F3 GCC,_
2b26f637-35a0-4dbc-b69e-ff674782be9d,Microsoft Intune Government,_
2b317a4a-77a6-4188-9437-b68a77b4e2c6,Microsoft Intune Device,_
2b9c8e7c-319c-43a2-a2a0-48c5c6161de7,Microsoft Entra ID Basic,_
2bd3cb20-1bb6-446b-b4d0-089af3a05c52,Dynamics 365 Enterprise Edition - Additional Production Instance for Government,_
2c21e77a-e0d6-4570-b38a-7ff2dc17d2ca,Microsoft Intune Device for Government,_
2ced8a00-3ed1-4295-ab7c-57170ff28e58,Power Apps Per User BD Only,_
2cf22bcb-0c9e-4bc6-8daf-7e7654c0f285,Microsoft Teams Phone Resource Account for GCC,_
2cf302fe-62db-4e20-b573-e0998b1208b5,Dynamics 365 - Additional Non-Production Instance for Government,_
2cfd692f-a352-4fa8-b960-e3ad0c9b1178,"Power Pages authenticated users T3 min 1,000 units - 100 users/per site/month capacity pack CN_CN",_
2d21fc84-b918-491e-ad84-e24d61ccec94,Windows 365 Shared Use 2 vCPU 8 GB 128 GB,_
2d3091c7-0712-488b-b3d8-6b97bde6a1f5,Microsoft 365 Audio Conferencing for GCC,_
2db84718-652c-47a7-860c-f10d8abbdae3,Project Online Premium Without Project Client,_
2e3c4023-80f6-4711-aa5d-29e0ecb46835,Dynamics 365 Business Central Team Members,_
2eaa4058-403e-4434-9da9-ea693f5d96dc,Windows 365 Shared Use 2 vCPU 8 GB 256 GB,_
2edaa1dc-966d-4475-93d6-8ee8dfd96877,Dynamics 365 Sales Premium,_
2f105cc2-c2c1-435b-a955-c5e82156c05d,Office 365 GCC G5 without Power BI and Phone System,_
30fc3c36-5a95-4956-ba57-c09c2a600bb9,Microsoft Entra ID P1 for Faculty,_
314c4481-f395-4525-be8b-2ec4bb1e9d91,Office 365 A1 for students,_
31d57bc7-3a05-4867-ab53-97a17835a411,Microsoft 365 A5 for students use benefit,_
31ecb341-2a17-483e-9140-c473006d1e1a,Microsoft Teams Rooms Pro for GCC,_
3271cf8e-2be5-4a09-a549-70fd05baaa17,Microsoft 365 E5 EEA (no Teams),_
328dc228-00bc-48c6-8b09-1fbc8bc3435d,Dynamics 365 - Additional Database Storage (Qualified Offer),_
32a0e471-8a27-4167-b24f-941559912425,Microsoft 365 A3 Suite features for faculty,_
32b47245-eb31-44fc-b945-a8b1576c439f,Microsoft 365 F5 Security + Compliance Add-on,_
336dfe1f-3b33-4ab4-b395-cba8f614976d,Dynamics 365 for Customer Service Digital Messaging add-on for Government,_
338148b6-1b11-4102-afb9-f92b6cdc0f8d,Dynamics 365 P1 Tria for Information Workers,_
3539d28c-6e35-4a30-b3a9-cd43d5d3e0e2,Power Automate unattended RPA add-on,_
359ea3e6-8130-4a57-9f8f-ad897a0342f1,Dynamics 365 Customer Voice,_
36a0f3b3-adb5-49ea-bf66-762134cf063a,Microsoft Teams Premium Introductory Pricing,_
3856cd1b-8033-458e-8d0f-9909ec6e6e6d,Microsoft Dynamics CRM Online Basic for Government,_
38b434d2-a15e-4cde-9a98-e737c75623e1,Visio Plan 2,_
398d37b5-8deb-48db-8f7f-703eb2fb7c72,"Power Pages authenticated users T3 min 1,000 units - 100 users/per site/month capacity pack_USGOV_DOD",_
3a256e9a-15b6-4092-b0dc-82993f4debc6,Dynamics 365 for Talent,_
3a349c99-ffec-43d2-a2e8-6b97fcb71103,Viva Goals User-led,_
3a6a908c-09c5-406a-8170-8ebb63c42882,Power BI Pro Dept,_
3ab6abff-666f-4424-bfb7-f0bc274ec7bc,Microsoft Teams Essentials (AAD Identity),_
3bbd44ed-8a70-4c07-9088-6232ddbd5ddd,Dynamics 365 Operations - Device,_
3c74d823-8f01-4fe8-82d5-f089a5504cec,"Dynamics 365 for Customer Service, Enterprise Edition for Government",_
3cb45fab-ae53-4ff6-af40-24c1915ca07b,Windows 365 Business 8 vCPU 32 GB 128 GB,_
3d957427-ecdc-4df2-aacd-01cc9d519da8,Microsoft Workplace Analytics,_
3dc7332d-f0fa-40a3-81d3-dd6b84469b78,Microsoft Viva Glint,_
3dd6cf57-d688-4eed-ba52-9e40b5468c3e,Microsoft Defender for Office 365 (Plan 2),_
3f17cf90-67a2-4fdb-8587-37c1539507e1,Microsoft 365 F5 Compliance Add-on GCC,_
3f4babde-90ec-47c6-995d-d223749065d1,Office 365 G1 GCC,_
4016f256-b063-4864-816e-d818aad600c9,Viva Topics,_
420af87e-8177-4146-a780-3786adaffbca,Power BI Pro CE,_
42e6818f-8966-444b-b7ac-0027c83fa8b5,Windows 365 Business 2 vCPU 4 GB 64 GB,_
439ac253-bfbc-49c7-acc0-6b951407b5ef,Windows 365 Business 4 vCPU 16 GB 128 GB (with Windows Hybrid Benefit),_
440eaaa8-b3e0-484b-a8be-62870b9ba70a,Microsoft Teams Phone Resource Account,_
44575883-256e-4a79-9da4-ebe9acabe2b2,Microsoft 365 F1,_
446a86f8-a0cb-4095-83b3-d100eb050e3d,Dynamics 365 Customer Voice Additional Responses,_
448b063f-9cc6-42fc-a0e6-40e08724a395,Common Data Service Log Capacity,_
44ac31e7-2999-4304-ad94-c948886741d4,Microsoft 365 E5 Security for EMS E5,_
45a2423b-e884-448d-a831-d9e139c52d2f,Exchange Online Protection,_
45bc2c81-6072-436a-9b0b-3b12eefbc402,Power BI for Office 365 Add-On,_
46102f44-d912-47e7-b0ca-1bd7b70ada3b,Project Plan 3 (for Department),_
461cb62c-6db7-41aa-bf3c-ce78236cdb9e,Windows 365 Enterprise 2 vCPU 8 GB 128 GB (Preview),_
46974aed-363e-423c-9e6a-951037cec495,Project Plan 3 for Faculty,_
469af4da-121c-4529-8c85-9467bbebaa4b,Windows 365 Shared Use 4 vCPU 16 GB 512 GB,_
46c119d4-0379-4a9d-85e4-97c66d3f909e,Microsoft 365 A5 for Students,_
4755df59-3f73-41ab-a249-596ad72b5504,Microsoft Power Automate Plan 2,_
475e3e81-3c75-4e07-95b6-2fed374536c8,Privacy Management - subject rights request (1) for EDU,_
47794cd0-f0e5-45c5-9033-2eb6b5fc84e0,Communications Credits,_
481f3bc2-5756-4b28-9375-5c8c86b99e6b,Clipchamp Standard,_
488ba24a-39a9-4473-8ee5-19291e71b002,Windows 10/11 Enterprise E5,_
494721b8-1f30-4315-aba6-70ca169358d9,"Dynamics 365 Sales, Field Service and Customer Service Partner Sandbox",_
4a51bf65-409c-4a91-b845-1121b571cc9d,Power Automate per user plan,_
4ae99959-6b0f-43b0-b1ce-68146001bdba,Visio Plan 2 for GCC,_
4aed5dd6-eb9c-4143-8f14-368d70287121,Dynamics 365 Enterprise Edition - Additional Database Storage for Government,_
4b244418-9658-4451-a2b8-b5e2b364e9bd,Visio Online Plan 1,_
4b32a493-9a67-4649-8eb9-9fc5a5f75c12,Dynamics 365 for Marketing USL,_
4b585984-651b-448a-9e53-3b10f069cf7f,Office 365 F3,_
4b590615-0888-425a-a965-b3bf7789848d,Microsoft 365 A3 for Faculty,_
4b74a65c-8b4a-4fc8-9f6b-5177ed11ddfa,Power Virtual Agent User License,_
4b9405b0-7788-4568-add1-99614e613b69,Exchange Online (Plan 1),_
4cde982a-ede4-4409-9ae6-b003453c8ea6,Microsoft Teams Rooms Pro,_
4dee1f32-0808-4fd2-a2ed-fdd575e3a45f,Microsoft 365 Audio Conferencing_USGOV_GCCHIGH,_
4eb45c5b-0d19-4e33-b87c-adfc25268f20,Microsoft 365 E5_USGOV_GCCHIGH,_
4ef96642-f096-40de-a3e9-d83fb2f90211,Microsoft Defender for Office 365 (Plan 1),_
4f05b1a3-a978-462c-b93f-781c6bee998f,Microsoft Relationship Sales solution,_
4fb214cb-a430-4a91-9c91-4976763aa78f,Teams Rooms Premium,_
50509a35-f0bd-4c5e-89ac-22f0e16a00f8,Microsoft Teams Rooms Basic without Audio Conferencing,_
509e8ab6-0274-4cda-bcbd-bd164fd562c4,Microsoft Defender for Endpoint Server,_
5265a84e-8def-4fa2-ab4b-5dc278df5025,Windows 365 Enterprise 2 vCPU 4 GB 256 GB,_
52ea0e27-ae73-4983-a08f-13561ebdb823,Teams Premium (for Departments),_
53265c61-c78c-4223-ab30-422da0c97fbb,"Power Pages authenticated users T3 min 1,000 units - 100 users/per site/month capacity pack_GCC",_
533b8f26-f74b-4e9c-9c59-50fc4b393b63,Minecraft Education Student,_
535a3a29-c5f0-42fe-8215-d3b9e1f38c4a,Office 365 G3 GCC,_
53818b1b-4a27-454b-8896-0dba576410e6,Project Plan 3,_
54a152dc-90de-4996-93d2-bc47e670fc06,Skype for Business PSTN Domestic Calling (120 Minutes),_
550f19ba-f323-4a7d-a8d2-8971b0d9ea85,Microsoft Defender for Office 365 (Plan 1)_USGOV_GCCHIGH,_
55c9eb4e-c746-45b4-b255-9ab6b19d5c62,Dynamics 365 Finance,_
56a59ffb-9df1-421b-9e61-8b568583474d,Microsoft Defender for Office 365 (Plan 2) GCC,_
57f3babd-73ce-40de-bcb2-dadbfbfff9f7,Power Apps Portals login capacity add-on Tier 2 (10 unit min),_
5b22585d-1b71-4c6b-b6ec-160b1a9c2323,Dynamics 365 Sales Enterprise Attach to Qualifying Dynamics 365 Base Offer,_
5c739a73-651d-4c2c-8a4e-fe4ba12253b0,Microsoft 365 G3 - Unattended License for GCC,_
5cd0b796-9ac8-4792-9f0b-796ca9044e4a,"Dynamics 365 for Case Management, Enterprise Edition for Government",_
5d505572-203c-4b83-aa9b-dab50fb46277,Project Plan 3 for GCC TEST,_
5f43d48c-dd3d-4dd8-a059-70c2f040f979,Power Pages authenticated users T2 min 100 units - 100 users/per site/month capacity pack_GCC,_
602e6573-55a3-46b1-a1a0-cc267991501a,Microsoft 365 E3 EEA (no Teams) (500 seats min)_HUB,_
6070a4c8-34c6-4937-8dfb-39bbc6397a60,Microsoft Teams Rooms Standard,_
61902246-d7cb-453e-85cd-53ee28eec138,Microsoft Viva Suite,_
61bec411-e46a-4dab-8f46-8b58ec845ffe,Microsoft Teams Rooms Standard without Audio Conferencing,_
631d5fb1-a668-4c2a-9427-8830665a742e,Common Data Service for Apps File Capacity,_
639dec6b-bb19-468b-871c-c5c441c4b0cb,Microsoft Copilot for Microsoft 365,_
6470687e-a428-4b7a-bef2-8a291ad947c9,Windows Store for Business,_
64758d81-92b7-4855-bcac-06617becb3e8,Project Plan 3_USGOV_GCCHIGH,_
64fca79f-c471-4e13-a335-9069cddf8aeb,Office Mobile Apps for Office 365 for GCC,_
65758a5f-2e16-43b3-a8cb-296cd8f69e09,Dynamics 365 for Customer Service Enterprise for Government,_
65f71586-ade3-4ce1-afc0-1b452eaf3782,Dynamics 365 Customer Voice Additional Responses,_
66024bbf-4cd4-4329-95c8-c932e2ae01a8,Power BI Premium Per User Add-On for GCC,_
6634e0ce-1a9f-428c-a498-f84ec7b8aa2e,Office 365 E2,_
673afb9d-d85b-40c2-914e-7bf46cd5cd75,Dynamics 365 Asset Management Addl Assets,_
67f58b51-af53-4344-9663-9a2beb1d8a8e,Dynamics 365 Enterprise Edition - Additional Portal for Government,_
67ffe999-d9ca-49e1-9d2c-03fb28aa7a48,Microsoft 365 F5 Security Add-on,_
6a0f6da5-0b87-4190-a6ae-9bb5a2b9546a,Windows 10/11 Enterprise E3,_
6a4a1628-9b9a-424d-bed5-4118f0ede3fd,Dynamics 365 Business Central for IWs,_
6af4b3d6-14bb-4a2a-960c-6c902aad34f3,Microsoft Teams Rooms Basic,_
6ec542c9-2a86-4d4a-8a52-d233eb58ef0a,Dynamics 365 Customer Service Digital Messaging and Voice Add-in for Government,_
6ee4114a-9b2d-4577-9e7a-49fa43d222d3,Microsoft 365 E5 EEA (no Teams) with Calling Minutes,_
6fe1e61a-91e5-40d7-a547-0d2dcc81bce8,Power Pages authenticated users T2 min 100 units - 100 users/per site/month capacity pack,_
7035277a-5e49-4abc-a24f-0ec49c501bb5,Microsoft Teams Phone Standard for GCCHIGH,_
706d2425-6170-4818-ba08-2ad8f1d2d078,Privacy Management - subject rights request (1) USGOV_GCCHIGH,_
710779e8-3d4a-4c88-adb9-386c958d1fdf,Microsoft Teams Exploratory,_
71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,Office 365 E5 EEA (no Teams) without Audio Conferencing,_
71f21848-f89b-4aaa-a2dc-780c8e8aac5b,Windows 365 Business 2 vCPU 8 GB 128 GB,_
726a0894-2c77-4d65-99da-9775ef05aad1,Microsoft Business Center,_
73fa80b5-689f-4db9-bbe4-bd414bc41e44,Workload Identities Premium,_
74039b88-bd62-4b5c-9d9c-7a92bbc0bfdf,Office 365 F3_USGOV_GCCHIGH,_
749742bf-0d37-4158-a120-33567104deeb,Dynamics 365 for Customer Service Enterprise Edition,_
750d9542-a2f8-41c7-8c81-311352173432,Windows 365 Business 2 vCPU 8 GB 256 GB,_
776df282-9fc0-4862-99e2-70e561b9909e,Project Online Essentials,_
7818ca3e-73c8-4e49-bc34-1276a2d27918,Windows 365 Enterprise 8 vCPU 32 GB 256 GB,_
787d7e75-29ca-4b90-a3a9-0b780b35367c,Privacy Management - risk_USGOV_GCCHIGH,_
78e66a63-337a-4a9a-8959-41c6654dfb56,Office 365 A1 Plus for faculty,_
78ea43ac-9e5d-474f-8537-4abb82dafe27,Privacy Management - subject rights request (10),_
7a551360-26c4-4f61-84e6-ef715673e083,Dynamics 365 Remote Assist,_
7ac9fe77-66b7-4e5e-9e46-10eed1cff547,Dynamics 365 Team Members,_
7b1a89a9-5eb9-4cf8-9467-20c943f1122c,Windows 10/11 Enterprise A5 for faculty,_
7b26f5ab-a763-4c00-a1ac-f6c4b5506945,Power BI Premium P1,_
7bb14422-3b90-4389-a7be-f1b745fc037f,Windows 365 Enterprise 2 vCPU 4 GB 64 GB,_
7cae5432-61bb-48c3-b75c-831394ec13a0,Power Pages authenticated users T2 min 100 units - 100 users/per site/month capacity pack_USGOV_GCCHIGH,_
7cfd9a2b-e110-4c39-bf20-c6a3f36a3121,Microsoft 365 A3 for Students,_
7d0d4f9a-2686-4cb8-814c-eff3fdab6d74,Dynamics 365 Business Central Database Capacity,_
7d2bb54a-a870-41c2-98d1-1f3b5b523275,Power Pages authenticated users T2 min 100 units - 100 users/per site/month capacity pack CN_CN,_
7d7af6c2-0be6-46df-84d1-c181b0272909,Dynamics 365 for Customer Service Chat,_
7fc0182e-d107-4556-8329-7caaa511197b,Exchange Online Essentials (ExO P1 Based),_
805d57c3-a97d-4c12-a1d0-858ffe5015d0,Windows 365 Business 2 vCPU 4 GB 256 GB,_
80b2d799-d2ba-4d2a-8842-fb0d0f3a4b82,Exchange Online Kiosk,_
80e52531-ad7f-44ea-abc3-28e389462f1b,Visio Plan 2_USGOV_GCCHIGH,_
81441ae1-0b31-4185-a6c0-32b6b84d419f,Microsoft 365 A5 without Audio Conferencing for students use benefit,_
816eacd3-e1e3-46b3-83c8-1ffd37e053d9,Windows 365 Business 1 vCPU 2 GB 64 GB,_
816ee058-f70c-42ad-b433-d6171984ea20,Power Apps per app plan (1 app or website) BD Only - GCC,_
83b30692-0d09-435c-a455-2ab220d504b9,Privacy Management - risk_USGOV_DOD,_
84951599-62b7-46f3-9c9d-30551b2ad607,Multi-Geo Capabilities in Office 365,_
84a661c4-e949-4bd2-a560-ed7766fcaf2b,Microsoft Entra ID P2,_
84cd610f-a3f8-4beb-84ab-d9d2c902c6c9,Project Plan 1 (for Department),_
84d5f90f-cd0d-4864-b90b-1c7ba63b4808,Office 365 Cloud App Security,_
85430fb9-02e8-48be-9d7e-328beb41fa29,Dynamics 365 for Marketing Attach,_
8623b2d7-5e24-4281-b6b7-086a5f3b0b1c,Power Apps per app plan for Government,_
878b8bbd-3cd0-4b44-9a56-3406741e65e0,"Power Pages authenticated users T3 min 1,000 units - 100 users/per site/month capacity pack",_
87bbbc60-4754-4998-8c88-227dca264858,Power Apps and Logic Flows,_
8900a2c0-edba-4079-bdf3-b276e293b6a8,Office 365 G5 GCC,_
8a180c2b-f4cf-4d44-897c-3d32acc4a60b,Enterprise Mobility + Security G5 GCC,_
8a5fbbed-8b8c-41e5-907e-c50c471340fd,Compliance Manager Premium Assessment Add-On,_
8c4ce438-32a7-4ac5-91a6-e22ae08d9c8b,Rights Management Adhoc,_
8e4c6baa-f2ff-4884-9c38-93785d0d7ba1,Power Apps per user plan for Government,_
8e7a3d30-d97d-43ab-837c-d7701cef83dc,Dynamics 365 for Team Members Enterprise Edition,_
8eac9119-7e6b-4278-9dc4-e3458993b08a,Dynamics 365 for Field Service for Government,_
8edc2cf8-6438-4fa9-b6e3-aa1660c640cc,Dynamics 365 for Sales and Customer Service Enterprise Edition,_
8ee402cd-e6a8-4b67-a411-54d1f37a2049,Windows 365 Business 8 vCPU 32 GB 512 GB,_
8efbe2f6-106e-442f-97d4-a59aa6037e06,Windows 10/11 Enterprise A3 for faculty,_
8f0c5670-4e56-4892-b06d-91c085d7004f,App Connect IW,_
8fe96593-34d3-49bb-aeee-fb794fed0800,Windows 365 Shared Use 2 vCPU 4 GB 256 GB,_
